Name,Rating,Reviews,Type,Employe,Sector,Old
Al Fara'a Group,3.2,146,Telecom,50k-1 Lakh Employees,Public,17 years old
Indian School Finance Company,4.6,145,Internet,1 Lakh+ Employees,Public,30 years old
Code Brew Labs,3.9,155,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Merino Laminates,3.9,150,Retail,1 Lakh+ Employees,NaN,NaN
Aditya Birla Money,3.9,148,NBFC,1 Lakh+ Employees,NaN,NaN
NSL Textiles,4.3,148,Engineering & Construction,10k-50k Employees,Public,86 years old
Nova IVI Fertility,4.1,148,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Intelligent Image Management Inc,4.0,148,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
SAP-Concur,3.9,148,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
JMR Infotech,3.9,147,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
ETV Network,3.7,147,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Royal Bank of Scotland International,4.1,147,Banking,1 Lakh+ Employees,Public,30 years old
Hartek Group,4.0,147,Banking,1 Lakh+ Employees,Public,30 years old
Myk Schomburg,4.2,147,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Sims Hospital,4.1,147,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
IIT Delhi,4.1,147,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Mytrah Energy,3.6,147,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Masu Brakes,3.6,147,Banking,50k-1 Lakh Employees,Public,31 years old
COMSTAR AUTOMOTIVE TECHNOLOGIES,3.6,147,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Radiant Polymers,4.5,147,BPO,50k-1 Lakh Employees,Public,41 years old
Olive Bar & Kitchen,4.5,147,Telecom,50k-1 Lakh Employees,Public,17 years old
Advantage One Tax Consulting,4.1,147,Internet,1 Lakh+ Employees,Public,30 years old
LOTS Wholesale Solutions,3.6,147,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Bhansali Engineering Polymers,3.2,147,Retail,1 Lakh+ Employees,NaN,NaN
KrishTeck Technologies,4.8,147,NBFC,1 Lakh+ Employees,NaN,NaN
MUFG Bank,3.7,147,Engineering & Construction,10k-50k Employees,Public,86 years old
Poonawalla Finance,3.7,147,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Kanakadurga Finance,4.2,146,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Wingreens Farms,3.8,146,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Hipad Technology India,4.0,146,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Career Launcher,3.7,146,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Hyderabad Industries,4.3,145,Banking,1 Lakh+ Employees,Public,30 years old
Lalitpur Power Generation,4.3,145,Banking,1 Lakh+ Employees,Public,30 years old
Dr Oetker,4.1,145,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Sugam Parivahan,3.8,145,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Carelan,3.9,150,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Hero Vired,4.1,148,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
CLR Facility Services,4.2,147,Banking,50k-1 Lakh Employees,Public,31 years old
Harvest Gold Industries,3.8,147,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Miraj Group,3.8,147,BPO,50k-1 Lakh Employees,Public,41 years old
Renewsys India,4.2,147,Telecom,50k-1 Lakh Employees,Public,17 years old
Greytip Software,3.8,147,Internet,1 Lakh+ Employees,Public,30 years old
KEM Hospital,4.2,147,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Health Insurance TPA of India,3.9,147,Retail,1 Lakh+ Employees,NaN,NaN
Brick&Bolt,4.1,147,NBFC,1 Lakh+ Employees,NaN,NaN
NMIMS,4.0,146,Engineering & Construction,10k-50k Employees,Public,86 years old
Jaslok Hospital and Research Centre,4.2,146,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Algoworks Technologies,3.9,146,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
CFlo,4.6,146,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Bhadra International,3.6,146,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Privi Organics,3.9,146,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Pharmed,3.8,146,Banking,1 Lakh+ Employees,Public,30 years old
Siddha Group,3.7,146,Banking,1 Lakh+ Employees,Public,30 years old
Intelizign Lifecycle Services,4.0,146,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Asiana Times,4.4,146,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
MoreTasks,4.1,146,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Crest Data Systems,3.5,146,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
L&T Buildings & Factories,4.5,146,Banking,50k-1 Lakh Employees,Public,31 years old
Mit World Peace University,3.9,146,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Acute Informatics,3.2,145,BPO,50k-1 Lakh Employees,Public,41 years old
Gallantt Ispat,4.0,145,Telecom,50k-1 Lakh Employees,Public,17 years old
Ammann Apollo,4.1,145,Internet,1 Lakh+ Employees,Public,30 years old
ASK-EHS Engineering & Consultants,3.3,145,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Mayfair Hotels & Resorts,4.3,145,Retail,1 Lakh+ Employees,NaN,NaN
Ramoji Film City,4.0,145,NBFC,1 Lakh+ Employees,NaN,NaN
Virbac Animal Health,3.6,144,Engineering & Construction,10k-50k Employees,Public,86 years old
Sutlej Textiles and Industries,3.9,143,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Network Techlab,4.2,152,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Patra India,3.7,148,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Marolix Technology Solutions,3.6,147,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
ANI INTEGRATED SERVICES,3.8,147,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
UFO Moviez,3.7,146,Banking,1 Lakh+ Employees,Public,30 years old
Xpo Logistics,3.8,146,Banking,1 Lakh+ Employees,Public,30 years old
Safdarjung Hospital,4.7,146,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Vinculum Solutions,3.1,146,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Stratosphere IT Services,3.4,146,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Nahar Industrial Enterprises,3.6,146,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Birla Open Minds Education Private Limited,3.7,146,Banking,50k-1 Lakh Employees,Public,31 years old
Frugal Testing,4.8,146,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
NHPC,4.3,145,BPO,50k-1 Lakh Employees,Public,41 years old
Pyro Group,3.8,145,Telecom,50k-1 Lakh Employees,Public,17 years old
Izmo,3.7,145,Internet,1 Lakh+ Employees,Public,30 years old
Sony India Software Center,4.0,145,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Telstra,4.3,145,Retail,1 Lakh+ Employees,NaN,NaN
MKCL,4.1,145,NBFC,1 Lakh+ Employees,NaN,NaN
Invenio Business Solutions,3.2,145,Engineering & Construction,10k-50k Employees,Public,86 years old
Mouser Electronics,4.2,145,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Sony India Software Center,4.0,145,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Tokai Imperial Rubber India,4.1,145,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Izmo,3.7,145,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Mold-Tek Technologies,3.5,145,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Be Well Hospitals,4.3,145,Banking,1 Lakh+ Employees,Public,30 years old
iNeuron.ai,4.0,145,Banking,1 Lakh+ Employees,Public,30 years old
Macmillan Publishers,4.0,144,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Daelim Industrial Co.,4.6,144,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Eagle Infra,4.4,144,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Bilt Graphic Paper Products,3.9,144,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Taikisha Engineering India,4.0,143,Banking,50k-1 Lakh Employees,Public,31 years old
SEDER GROUP,4.3,142,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Netcore Cloud Private Limited,4.0,147,BPO,50k-1 Lakh Employees,Public,41 years old
SpanIdea,3.3,146,Telecom,50k-1 Lakh Employees,Public,17 years old
Protean eGov Technologies,3.5,146,Internet,1 Lakh+ Employees,Public,30 years old
Tata Sikorsky Aerospace,4.1,145,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Viacom18 Media,3.6,145,Retail,1 Lakh+ Employees,NaN,NaN
Root Industries,4.0,145,NBFC,1 Lakh+ Employees,NaN,NaN
Coastal Marine Construction & Engineering,4.4,145,Engineering & Construction,10k-50k Employees,Public,86 years old
Tangoe,3.9,144,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Sami-Sabinsa Group,3.4,144,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
InMobi,3.7,144,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
OM Careers,2.8,144,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Senvion,4.3,144,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Walter Bushnell,3.4,144,Banking,1 Lakh+ Employees,Public,30 years old
DB Power Limited,4.4,144,Banking,1 Lakh+ Employees,Public,30 years old
Kriti Industries,4.0,144,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Lawrence & Mayo,3.9,144,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Tricon Infra Buildtech pvt.Ltd,3.2,144,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Henkel,4.2,144,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Dahua Technology India Pvt.Ltd.,3.7,144,Banking,50k-1 Lakh Employees,Public,31 years old
St. Joseph's School,4.5,144,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Laminaar Aviation Infotech,2.9,144,BPO,50k-1 Lakh Employees,Public,41 years old
Rama University,3.2,144,Telecom,50k-1 Lakh Employees,Public,17 years old
Successive Technologies,3.6,144,Internet,1 Lakh+ Employees,Public,30 years old
Sri Ramachandra University,4.2,144,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Super Auto India,3.6,143,Retail,1 Lakh+ Employees,NaN,NaN
Pinnacle Industries,4.0,143,NBFC,1 Lakh+ Employees,NaN,NaN
Tamilnad Mercantile Bank,3.1,143,Engineering & Construction,10k-50k Employees,Public,86 years old
Aster MIMS,4.2,143,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Vanesa Care,4.1,143,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
SAVA Healthcare,4.0,143,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
CPM,4.1,143,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Super Auto India,3.6,143,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Weizmann Forex,3.7,142,Banking,1 Lakh+ Employees,Public,30 years old
BMW Industries,3.7,142,Banking,1 Lakh+ Employees,Public,30 years old
Jindal India Thermal Power,3.7,142,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Krishna Group,4.1,146,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
AARGEE STAFFING SERVICES,3.9,145,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Indiafilings,3.1,145,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Siemens PLM Software,4.1,145,Banking,50k-1 Lakh Employees,Public,31 years old
PaywithRING,4.5,145,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Uniqlo,3.2,145,BPO,50k-1 Lakh Employees,Public,41 years old
Learning Links Foundation,3.8,144,Telecom,50k-1 Lakh Employees,Public,17 years old
STMicroelectronics,4.2,144,Internet,1 Lakh+ Employees,Public,30 years old
La Renon Healthcare,4.2,144,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Stellar Information Technology,3.8,144,Retail,1 Lakh+ Employees,NaN,NaN
Mahindra Teqo,4.1,144,NBFC,1 Lakh+ Employees,NaN,NaN
Incrementors Web Solutions,4.3,143,Engineering & Construction,10k-50k Employees,Public,86 years old
Anion Healthcare Services,3.9,143,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Pramati Technologies,4.3,143,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Nippon Konpo,4.0,143,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Stumpp Schuele & Somappa Springs,3.9,143,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Wika Instruments India,4.0,143,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Flatworld Mortgage Processing,3.5,143,Banking,1 Lakh+ Employees,Public,30 years old
Keolis Hyderabad Metro,4.0,143,Banking,1 Lakh+ Employees,Public,30 years old
MedTourEasy,4.8,143,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
NATIONAL SKILL DEVELOPMENT CORPORATION,3.5,143,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Continental Hospitals,4.2,143,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
DESIGNCO,4.0,142,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Global Consumer Products,3.9,142,Banking,50k-1 Lakh Employees,Public,31 years old
Sigma Freudenberg NOK,4.1,142,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Droom,3.7,142,BPO,50k-1 Lakh Employees,Public,41 years old
Flair Writing Instruments,4.3,142,Telecom,50k-1 Lakh Employees,Public,17 years old
Bambino Agro Industries,4.2,141,Internet,1 Lakh+ Employees,Public,30 years old
ARSS Infrastructure Projects,3.9,139,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Karuna Management Services,4.5,158,Retail,1 Lakh+ Employees,NaN,NaN
Zivame.com,3.7,144,NBFC,1 Lakh+ Employees,NaN,NaN
HM Group,4.8,144,Engineering & Construction,10k-50k Employees,Public,86 years old
Crimson Interactive,3.1,144,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Toyo INK,4.1,144,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
NGK Spark Plugs,4.2,144,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Magic EdTech,3.0,144,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Ramky Group,4.4,143,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Spectrum Consultants,3.4,143,Banking,1 Lakh+ Employees,Public,30 years old
Indutch Composites Technology,3.7,143,Banking,1 Lakh+ Employees,Public,30 years old
Annora Pharma,4.1,143,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
J.M Baxi & Co,4.1,143,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
British Paints,3.6,143,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Apache Footwear,4.1,143,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Tata Strive Skill Development Centre,3.7,143,Banking,50k-1 Lakh Employees,Public,31 years old
Kayjay Forging,4.1,142,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Hy Gro Chemicals Pharmtek,3.9,142,BPO,50k-1 Lakh Employees,Public,41 years old
Zones Corporate Solutions,3.3,142,Telecom,50k-1 Lakh Employees,Public,17 years old
Eclat Health Solutions,4.4,142,Internet,1 Lakh+ Employees,Public,30 years old
Pie Infocomm,4.1,142,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Gates,3.9,142,Retail,1 Lakh+ Employees,NaN,NaN
Utthunga Technologies,3.5,142,NBFC,1 Lakh+ Employees,NaN,NaN
Renata Precision Components,3.9,142,Engineering & Construction,10k-50k Employees,Public,86 years old
Phenix Construction Technologies,4.0,142,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Nerdy Turtlez,2.9,142,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Geno Pharmaceuticals,3.2,142,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Interface Microsystems,3.8,142,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Embio Limited mahad Raigad,3.8,142,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Webdew,4.4,142,Banking,1 Lakh+ Employees,Public,30 years old
Jaipur National University,3.1,142,Banking,1 Lakh+ Employees,Public,30 years old
RSH Global,4.3,142,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Kifs Housing Finance,4.4,142,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Setindiabiz Private Limited,4.5,142,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Karam Industries,4.3,141,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
UAE Exchange,4.1,141,Banking,50k-1 Lakh Employees,Public,31 years old
SAI Consulting Engineers,4.3,141,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Adfactors PR,3.6,141,BPO,50k-1 Lakh Employees,Public,41 years old
Japfa Comfeed,4.2,140,Telecom,50k-1 Lakh Employees,Public,17 years old
Target Engineering Construction Company,4.0,140,Internet,1 Lakh+ Employees,Public,30 years old
Sakura Autoparts,3.9,143,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Vitromed Healthcare,3.9,142,Retail,1 Lakh+ Employees,NaN,NaN
Advaith Motors,4.1,142,NBFC,1 Lakh+ Employees,NaN,NaN
DCW,4.0,142,Engineering & Construction,10k-50k Employees,Public,86 years old
Thirdware Solutions,4.2,142,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Decimal Technologies,3.3,141,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
NaviSite,3.7,141,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
JWIL,4.4,141,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Population Services International (PSI),4.4,141,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Radhakrishna Foodland,4.2,141,Banking,1 Lakh+ Employees,Public,30 years old
Manipal Business Solutions,3.9,141,Banking,1 Lakh+ Employees,Public,30 years old
Edunext Technologies,4.4,141,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
DRA Homes,4.6,141,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Podar Jumbo Kids,4.0,141,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Petron Engineering Construction,4.3,141,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Eptisa,3.4,141,Banking,50k-1 Lakh Employees,Public,31 years old
Solaris Chemtech,4.5,141,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Coverfox,3.7,141,BPO,50k-1 Lakh Employees,Public,41 years old
Cheema Boilers,4.3,141,Telecom,50k-1 Lakh Employees,Public,17 years old
Swastik Infralogics Private Limited,4.3,141,Internet,1 Lakh+ Employees,Public,30 years old
Rossell Techsys,4.3,141,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Safran Engineering Services India,3.4,141,Retail,1 Lakh+ Employees,NaN,NaN
Fortune Marketing,3.9,141,NBFC,1 Lakh+ Employees,NaN,NaN
Carwale,3.7,141,Engineering & Construction,10k-50k Employees,Public,86 years old
"Sanjay Ghodawat International School, Kolhapur",2.6,141,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Eptisa,3.4,141,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Safran Engineering Services India,3.4,141,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Rossell Techsys,4.3,141,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Shyplite,4.1,141,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
MASAI School,4.0,141,Banking,1 Lakh+ Employees,Public,30 years old
Anthology,3.8,141,Banking,1 Lakh+ Employees,Public,30 years old
Affiliated Computer Services,3.6,140,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
StoreKing,3.6,140,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Doordarshan,4.3,140,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Nehru Yuva Kendra Sangathan,4.6,140,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Kazo Fashion,3.4,140,Banking,50k-1 Lakh Employees,Public,31 years old
Virinchi Technologies,3.7,139,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Semac Consultants,4.0,138,BPO,50k-1 Lakh Employees,Public,41 years old
Vamani Overseas,3.7,138,Telecom,50k-1 Lakh Employees,Public,17 years old
Al Hassan Engineering Company SAOG,4.2,137,Internet,1 Lakh+ Employees,Public,30 years old
BT Global Services,4.1,146,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Sneha Farms,4.1,142,Retail,1 Lakh+ Employees,NaN,NaN
Net Access India,4.0,141,NBFC,1 Lakh+ Employees,NaN,NaN
IG Petrochemicals,3.6,141,Engineering & Construction,10k-50k Employees,Public,86 years old
Matrix ComSec,3.7,141,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Horiba India,3.6,141,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
U.S. Polo Assn,4.5,140,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
RateGain,4.0,140,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Sahajanand Medical Technologies,3.7,140,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Partha Dental,4.0,140,Banking,1 Lakh+ Employees,Public,30 years old
Tatvasoft,3.9,140,Banking,1 Lakh+ Employees,Public,30 years old
Verifone,3.6,140,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
HyFun Foods,4.3,140,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Beumer Group,4.0,140,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Fortune Integrated Assets Finance,4.0,140,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Conceptia Software Technologies,4.7,140,Banking,50k-1 Lakh Employees,Public,31 years old
ITC Group,4.0,140,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Paladion Networks,4.0,140,BPO,50k-1 Lakh Employees,Public,41 years old
Government Medical College,4.0,140,Telecom,50k-1 Lakh Employees,Public,17 years old
Safeducate,4.2,140,Internet,1 Lakh+ Employees,Public,30 years old
RACL Geartech,4.1,140,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Neosym Industry,3.7,139,Retail,1 Lakh+ Employees,NaN,NaN
A2z Infra Engineering,3.4,139,NBFC,1 Lakh+ Employees,NaN,NaN
Hiranandani group,4.3,139,Engineering & Construction,10k-50k Employees,Public,86 years old
Neosym Industry,3.7,139,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Ganges Internationale,3.0,139,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
MSL Driveline Systems,4.3,139,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Hiranandani group,4.3,139,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Gulbrandsen,4.2,141,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Modicare,4.3,141,Banking,1 Lakh+ Employees,Public,30 years old
MTAR Technologies,4.3,140,Banking,1 Lakh+ Employees,Public,30 years old
Acer India,4.2,140,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
United Nations Development Programme,4.3,140,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Galore Networks,2.6,140,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Wibmo,3.3,140,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Tata Tele Business Services,3.7,140,Banking,50k-1 Lakh Employees,Public,31 years old
Healthium Medtech,3.4,140,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Axalta Coating Systems,4.3,140,BPO,50k-1 Lakh Employees,Public,41 years old
BMA Wealth Creators,3.5,139,Telecom,50k-1 Lakh Employees,Public,17 years old
NIELIT,4.2,139,Internet,1 Lakh+ Employees,Public,30 years old
Diksha Technologies,3.5,139,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Brandix India Apparel City,3.8,139,Retail,1 Lakh+ Employees,NaN,NaN
Q Way Technologies,3.5,139,NBFC,1 Lakh+ Employees,NaN,NaN
Givaudan,4.2,139,Engineering & Construction,10k-50k Employees,Public,86 years old
Capricorn Logistics,3.9,139,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Shirdi Sai Electricals,4.3,139,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
CNS Comnet,4.0,139,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Chemie Tech,3.2,139,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Relyon Softech,4.0,139,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Hindustan PowerProjects,3.7,139,Banking,1 Lakh+ Employees,Public,30 years old
Indian Terrain Fashions,4.0,139,Banking,1 Lakh+ Employees,Public,30 years old
Sika,4.0,139,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Hindustan Media Ventures,4.0,139,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Synergy Maritime,3.9,139,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Fragomen Immigration Services,4.1,139,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Linc,3.6,139,Banking,50k-1 Lakh Employees,Public,31 years old
Capital Finserve,4.6,139,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
B.L Agro Oils,3.7,139,BPO,50k-1 Lakh Employees,Public,41 years old
Virohan,4.1,139,Telecom,50k-1 Lakh Employees,Public,17 years old
University of Delhi,4.2,138,Internet,1 Lakh+ Employees,Public,30 years old
Selectsys,3.8,138,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
VISION,3.8,138,Retail,1 Lakh+ Employees,NaN,NaN
UDS,3.8,138,NBFC,1 Lakh+ Employees,NaN,NaN
Apex Hospital,3.9,138,Engineering & Construction,10k-50k Employees,Public,86 years old
Virtuoso,3.9,138,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
American Oncology Institute,4.2,138,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Tata Memorial Hospital,4.4,137,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Goodluck,3.9,137,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Ginger Hotels,4.5,137,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Brij Gopal Construction Company,3.9,141,Banking,1 Lakh+ Employees,Public,30 years old
Propel Industries,3.9,141,Banking,1 Lakh+ Employees,Public,30 years old
Choice Consultancy Services,4.4,140,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Goldmedal Electricals,3.9,139,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Bharat Benz,4.2,139,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Irclass Systems And Solutions,3.8,139,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
The Hindu Group,4.0,139,Banking,50k-1 Lakh Employees,Public,31 years old
Sigachi Industries,3.9,139,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
L&T IDPL,4.2,139,BPO,50k-1 Lakh Employees,Public,41 years old
UL Solutions,4.2,139,Telecom,50k-1 Lakh Employees,Public,17 years old
