Name,Rating,Reviews,Type,Employe,Sector,Old
QBurst Technologies,4.4,245,BPO,50k-1 Lakh Employees,Public,41 years old
Shah Technical Consultants,3.6,245,Telecom,50k-1 Lakh Employees,Public,17 years old
P&O Cruises,4.5,245,Internet,1 Lakh+ Employees,Public,30 years old
Birla white,4.1,245,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
DM Consultants,1.3,245,Retail,1 Lakh+ Employees,NaN,NaN
PEGATRON,3.8,244,NBFC,1 Lakh+ Employees,NaN,NaN
The Hershey Company,4.2,248,Engineering & Construction,10k-50k Employees,Public,86 years old
Cloud4C,3.4,247,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Jubilant Biosys,3.9,245,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Al Tasnim Enterprises,3.8,245,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Reliance Money,4.0,244,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Vini Cosmetics,3.7,244,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
SALARPURIA SATTVA,4.3,244,Banking,1 Lakh+ Employees,Public,30 years old
Appsierra,4.6,244,Banking,1 Lakh+ Employees,Public,30 years old
Visa,4.1,244,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
L&T–MHI Power Boilers,4.1,244,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
MSD Pharmaceuticals,4.2,243,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Tommy Hilfiger,4.4,243,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Hindustan Times,3.6,243,Banking,50k-1 Lakh Employees,Public,31 years old
Baramati Agro,3.9,243,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Bharat IT Services,3.1,243,BPO,50k-1 Lakh Employees,Public,41 years old
Ang India,4.1,242,Telecom,50k-1 Lakh Employees,Public,17 years old
UCO Bank,3.6,242,Internet,1 Lakh+ Employees,Public,30 years old
Mkc Infrastructure,3.6,242,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Omkar Realtors and Developers Group,4.1,241,Retail,1 Lakh+ Employees,NaN,NaN
Coding Ninjas,4.2,245,NBFC,1 Lakh+ Employees,NaN,NaN
Vascon Engineers,3.6,244,Engineering & Construction,10k-50k Employees,Public,86 years old
ReachLocal Services,3.8,244,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
ICRA,3.1,243,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Nitco,4.3,243,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Nexval Infotech,3.1,243,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Emami Paper Mills,4.4,243,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Nabard Financial Services,4.3,243,Banking,1 Lakh+ Employees,Public,30 years old
Realme,3.7,243,Banking,1 Lakh+ Employees,Public,30 years old
Xchanging,3.8,242,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Bird Worldwide Flight Services,3.4,241,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Nesma & Partners,4.4,241,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
MobileComm Technologies India,3.9,243,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Patil Group,4.1,243,Banking,50k-1 Lakh Employees,Public,31 years old
CSC,4.1,242,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Manipal Technologies,4.0,242,BPO,50k-1 Lakh Employees,Public,41 years old
Watertec India,4.2,242,Telecom,50k-1 Lakh Employees,Public,17 years old
Orion Innovation,3.6,242,Internet,1 Lakh+ Employees,Public,30 years old
POSCO MAHARASHTRA STEEL,4.2,242,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
DSV - Global Transport and Logistics,4.1,242,Retail,1 Lakh+ Employees,NaN,NaN
CK Birla Group,4.1,241,NBFC,1 Lakh+ Employees,NaN,NaN
FabAlley,4.4,241,Engineering & Construction,10k-50k Employees,Public,86 years old
FabAlley,4.4,241,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Tradebulls,3.1,241,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Shriram Chits,3.9,240,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Sarvodaya Hospital,3.8,239,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
El Seif Engineering Contracting,4.4,238,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Apcer Life Sciences,3.7,243,Banking,1 Lakh+ Employees,Public,30 years old
LANXESS India Private Limited,4.2,242,Banking,1 Lakh+ Employees,Public,30 years old
Sabre,3.9,242,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Labcorp,4.1,242,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Khimji Ramdas,4.1,242,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Toshiba Transmission & Distribution Systems,4.0,242,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
e-Zest,4.1,241,Banking,50k-1 Lakh Employees,Public,31 years old
Aris Global Software,3.0,241,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Ordnance Factory,4.3,241,BPO,50k-1 Lakh Employees,Public,41 years old
Nidec Corporation,4.0,241,Telecom,50k-1 Lakh Employees,Public,17 years old
Siemens Healthcare,4.5,241,Internet,1 Lakh+ Employees,Public,30 years old
Suburban Diagnostics,4.0,240,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Richa Global Export,4.0,240,Retail,1 Lakh+ Employees,NaN,NaN
Ensure Support Services,4.2,239,NBFC,1 Lakh+ Employees,NaN,NaN
Essel Group,4.0,237,Engineering & Construction,10k-50k Employees,Public,86 years old
Bombay Intelligence Security,3.7,237,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Military Engineer Services,4.5,242,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
InfoBeans,3.7,241,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
TÜV Rheinland,4.1,240,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Cygnet Infotech,3.7,240,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Indus Net Technologies,3.6,240,Banking,1 Lakh+ Employees,Public,30 years old
Housejoy,4.3,240,Banking,1 Lakh+ Employees,Public,30 years old
Ubisoft Entertainment,4.0,240,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Omega Healthcare Solutions,3.6,240,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
SBL,3.4,239,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Aptus Value Housing Finance India,4.3,239,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Signature Global,4.1,237,Banking,50k-1 Lakh Employees,Public,31 years old
“Bharat Financial Inclusion Limited”,4.4,234,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
HungerBox,3.9,240,BPO,50k-1 Lakh Employees,Public,41 years old
ACG Worldwide,4.1,239,Telecom,50k-1 Lakh Employees,Public,17 years old
Planetcast,3.8,239,Internet,1 Lakh+ Employees,Public,30 years old
Roki Minda Co,4.5,239,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Asti Electronics India,4.2,239,Retail,1 Lakh+ Employees,NaN,NaN
Roche Diagnostics,3.7,239,NBFC,1 Lakh+ Employees,NaN,NaN
Mitra SK,3.9,239,Engineering & Construction,10k-50k Employees,Public,86 years old
Planetcast,3.8,239,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Onida,3.9,238,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
East India Udyog,3.9,238,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
MapmyIndia,3.9,238,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Apollo Clinic,3.9,237,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Ambit Finvest,4.1,239,Banking,1 Lakh+ Employees,Public,30 years old
Mahindra Lifespace Developers,4.2,238,Banking,1 Lakh+ Employees,Public,30 years old
Magic Software,3.4,238,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Western Digital,3.5,238,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Inventia Healthcare,4.1,238,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
MT Educare,3.3,238,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Solartis Technology Services,3.7,238,Banking,50k-1 Lakh Employees,Public,31 years old
Theme Engineering Services,3.7,238,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
HiyaMee Private Limited,3.2,238,BPO,50k-1 Lakh Employees,Public,41 years old
VGN Projects Estates,4.1,238,Telecom,50k-1 Lakh Employees,Public,17 years old
TowerVision India,4.1,236,Internet,1 Lakh+ Employees,Public,30 years old
Eastern Condiments,4.1,236,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Birla Tyres,3.5,235,Retail,1 Lakh+ Employees,NaN,NaN
Moon Beverages,3.8,239,NBFC,1 Lakh+ Employees,NaN,NaN
SPRINKLR,3.2,238,Engineering & Construction,10k-50k Employees,Public,86 years old
Treebo Hotels,3.6,238,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
SPRINKLR,3.2,238,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
VST Industries,4.0,237,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Vayam Info Solutions,3.9,237,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
MMC Infotech Services,3.5,237,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Sir H. N. Reliance Foundation Hospital and Research,3.9,237,Banking,1 Lakh+ Employees,Public,30 years old
Altruist Customer Management India,3.5,237,Banking,1 Lakh+ Employees,Public,30 years old
Aliens Group,3.4,237,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Knack Global,3.0,237,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Seth M R Jaipuria School,3.9,236,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Vision India Services,3.6,236,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Gujarat Alkalies & Chemicals,4.6,236,Banking,50k-1 Lakh Employees,Public,31 years old
Sub-K IMPACT Solutions,4.0,236,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Arjas Steel,4.3,236,BPO,50k-1 Lakh Employees,Public,41 years old
Zebronics,3.8,235,Telecom,50k-1 Lakh Employees,Public,17 years old
Radiant Cash Management Services,3.6,234,Internet,1 Lakh+ Employees,Public,30 years old
Phenom,4.2,242,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Molecular Connections,3.4,237,Retail,1 Lakh+ Employees,NaN,NaN
Royal Research,2.1,237,NBFC,1 Lakh+ Employees,NaN,NaN
ISS SDB Security Services,4.4,237,Engineering & Construction,10k-50k Employees,Public,86 years old
Samsung Display,3.9,237,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
CPM India Sales & Marketing,4.2,236,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
MIOT INTERNATIONAL,3.8,236,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Cavisson Systems,2.0,236,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Cactus Communications,3.7,236,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Kubota Agricultural Machinery India,4.2,236,Banking,1 Lakh+ Employees,Public,30 years old
Tega Industries,3.8,235,Banking,1 Lakh+ Employees,Public,30 years old
Tata Steel Long Products,3.8,235,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Sekisui Dljm Molding,3.9,233,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Thyssenkrupp Industrial Solutions,4.1,233,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Columbia Petro Chem,4.4,248,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Nobel Hygiene,3.6,242,Banking,50k-1 Lakh Employees,Public,31 years old
Moody's Analytics,3.8,238,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Smaaash Entertainment,3.7,237,BPO,50k-1 Lakh Employees,Public,41 years old
Prism Johnson Limited - RMC (India) Division,4.0,237,Telecom,50k-1 Lakh Employees,Public,17 years old
Bharat Dynamics,4.4,236,Internet,1 Lakh+ Employees,Public,30 years old
Eastman Chemical Company,4.3,236,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Wagh Bakri Tea Group,4.3,236,Retail,1 Lakh+ Employees,NaN,NaN
Algonomy,4.0,235,NBFC,1 Lakh+ Employees,NaN,NaN
MNC Group,4.2,235,Engineering & Construction,10k-50k Employees,Public,86 years old
Intelliswift Software,3.6,235,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
kipi.bi,4.5,235,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Mahindra Last Mile Mobility,3.9,235,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Laser Power & Infra,3.4,234,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Checkmate Services,4.3,233,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Peter England,4.1,232,Banking,1 Lakh+ Employees,Public,30 years old
Hindustan Syringes & Medical Devices,4.1,230,Banking,1 Lakh+ Employees,Public,30 years old
Accurex Biomedical,4.6,239,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Delhi Duty Free Services,4.1,237,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Burns & McDonnell,4.4,235,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Cordova Publication,3.5,235,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Oriflame,3.8,235,Banking,50k-1 Lakh Employees,Public,31 years old
Danfoss Power Solutions,4.1,235,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
VFISLK,4.0,235,BPO,50k-1 Lakh Employees,Public,41 years old
Sj Contracts,4.4,234,Telecom,50k-1 Lakh Employees,Public,17 years old
Sterling Tools,4.0,234,Internet,1 Lakh+ Employees,Public,30 years old
BridgeLabz Solutions,3.4,234,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Acmegrade,4.1,234,Retail,1 Lakh+ Employees,NaN,NaN
ESAB,4.2,233,NBFC,1 Lakh+ Employees,NaN,NaN
NACL Industries,4.2,232,Engineering & Construction,10k-50k Employees,Public,86 years old
Spm Autocomp,3.7,231,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Mahagun India,3.5,229,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Samsung SDS,3.5,234,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Mediamint,3.8,234,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
IB Group,4.0,234,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Azure Power,3.9,234,Banking,1 Lakh+ Employees,Public,30 years old
Springer Nature,3.9,234,Banking,1 Lakh+ Employees,Public,30 years old
Pfizer Healthcare india pvt lit,4.1,234,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
Anunta Technology Management Services,3.6,233,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Speridian Technologies,3.7,233,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Rainbow Childrens Hospital,4.1,233,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Theobroma Foods,3.9,233,Banking,50k-1 Lakh Employees,Public,31 years old
Creative Hands HR Consultancy,4.0,233,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Huntsman International,4.3,232,BPO,50k-1 Lakh Employees,Public,41 years old
VVF,3.7,230,Telecom,50k-1 Lakh Employees,Public,17 years old
Finolex Industries,4.0,341,Internet,1 Lakh+ Employees,Public,30 years old
Can-Pack,4.3,233,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
GSPANN Technologies,4.0,232,Retail,1 Lakh+ Employees,NaN,NaN
ISMT,3.8,232,NBFC,1 Lakh+ Employees,NaN,NaN
Robosoft Technologies,3.5,232,Engineering & Construction,10k-50k Employees,Public,86 years old
Hofincons Infotech & Industrial Services,3.9,232,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Koenig Solutions,4.0,232,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
BDR Pharmaceuticals International,3.9,232,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Akbar Travels,4.3,231,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
Shree Renuka Sugars,4.2,231,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Pitambari Products,4.2,231,Banking,1 Lakh+ Employees,Public,30 years old
Nimbus Harbor Facilities Management,4.0,230,Banking,1 Lakh+ Employees,Public,30 years old
Studds Accessories,3.2,230,IT Services & Consulting,1 Lakh+ Employees,Public,43 years old
VSynergize Outsourcing,4.1,244,IT Services & Consulting,1 Lakh+ Employees,Public,33 years old
Tata Digital,3.2,233,IT Services & Consulting,1 Lakh+ Employees,Public,38 years old
Murugappa Group,4.0,232,IT Services & Consulting,1 Lakh+ Employees,Public,27 years old
Icertis,3.6,231,Banking,50k-1 Lakh Employees,Public,31 years old
Knowledgeworks Global,3.1,231,BPO,50k-1 Lakh Employees,Forbes Global 2000,46 years old
Entigrity Solutions,4.2,231,BPO,50k-1 Lakh Employees,Public,41 years old
Rosenberger Electronic,4.1,231,Telecom,50k-1 Lakh Employees,Public,17 years old
Nippon Koei India,4.7,231,Internet,1 Lakh+ Employees,Public,30 years old
Madras Radiators and Pressings Limited,4.0,231,IT Services & Consulting,1 Lakh+ Employees,Public,113 years old
Seven Hills Hospital,4.0,230,Retail,1 Lakh+ Employees,NaN,NaN
DigiCall Teleservices,4.0,230,NBFC,1 Lakh+ Employees,NaN,NaN
The Louis Berger Group,4.4,227,Engineering & Construction,10k-50k Employees,Public,86 years old
Imarticus Learning,4.1,232,IT Services & Consulting,1 Lakh+ Employees,Public,56 years old
Etisalat,3.5,231,IT Services & Consulting,1 Lakh+ Employees,Public,35 years old
Emblix Solutions,4.9,231,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30 years old
Iconic,4.1,231,IT Services & Consulting,1 Lakh+ Employees,Public,79 years old
DEC Infra,3.6,231,IT Services & Consulting,1 Lakh+ Employees,Public,57 years old
Bhandari Automobiles,3.8,230,Banking,1 Lakh+ Employees,Public,30 years old
